"","ocurrenceID","database","collectionCode","basisOfRecord","scientificName","genus","specificEpithet","eventDate","year","month","day","startDayOfYear","dayCode","phenology","buds","flowers","fruit","vegetative","unknown","phenologyNotes","generalNotes","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","picture","pictureChecked","inBCBrange","phenOne","phenTwo","phenThree","PhenFour","locationNotes","coordinateSource","coordinateUncertaintySource","compiler"
"82",113017,"NE","CBS","specimen","Chelone glabra","Chelone","glabra","8/20/1902",1902,8,20,232,1902232,"flowering","unknown","Y","N"," "," ","","date: given as August 20-25, 1902","Connecticut","Tolland","Union","",41.993,-72.1603,7295,"Y","Y","Y","Yes","Flowering","","","coordinates from town","provided","provided","JA"
"83",113018,"NE","CBS","specimen","Chelone glabra","Chelone","glabra","9/7/1907",1907,9,7,250,1907250,"flowering","unknown","Y","N"," "," ","","","Connecticut","New Haven","Waterbury","",41.5583,-73.036,6630,"Y","Y","Y","Yes","Flowering","","","","provided","provided","JA"
"84",113019,"NE","CBS","specimen","Chelone glabra","Chelone","glabra","9/1/1908",1908,9,1,245,1908245,"flowering","unknown","Y","N"," "," ","","","Connecticut","Hartford","Windsor","Poquonnock",41.87129,-72.67366,7828,"Y","Y","Y","Yes","Flowering","","","coordinates from town","provided (town level)","provided","JA"
"85",113020,"NE","CBS","specimen","Chelone glabra","Chelone","glabra","8/15/1946",1946,8,15,227,1946227,NA,"unknown","unknown","unknown"," "," ","","","Connecticut","Windham","Woodstock","",41.9694,-72.0221,9799,"N",NA,"Y","Not Scorable","","","","","provided","provided","JA"
"86",270333,"NE","CBS","specimen","Chelone glabra","Chelone","glabra","9/11/2015",2015,9,11,254,2015254,"flowering","unknown","Y","N"," "," ","","","Connecticut","New London","Franklin","",41.6153,-72.1432,6011,"Y","Y","Y","Yes","Flowering","","","","provided","provided","JA"
"87",270334,"NE","CBS","specimen","Chelone glabra","Chelone","glabra","9/16/1910",1910,9,16,259,1910259,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","Connecticut","Fairfield","Wilton","",41.2069,-73.4399,6445,"Y","Y","Y","Yes","Flowering","","","","provided","provided","JA"
"88",1125556,"NE","CCNL","specimen","Chelone glabra","Chelone","glabra","9/4/1895",1895,9,4,247,1895247,"flowering","unknown","Y","N"," "," ","","","Connecticut","New London","Waterford","valley of (muillars brook?) ",41.3417,-72.13597,3036,"Y","Y","Y","Yes","Flowering","",""," couldn't read locality on sheet, lat lon found from town","town","geolocate","JA"
"89",1127510,"NE","CCNL","specimen","Chelone glabra","Chelone","glabra","9/19/2007",2007,9,19,262,2007262,"flowering and fruit???","unknown","Y","Y"," "," ","recheck phenology: very unsure","","Connecticut","New Haven","New London","stones ranch millitary reservation, roadside and opening N end of transect ca. 605 m nw of rappeling tower ca. 1.5 km N of airstrip (UTM and then six sets of numbers)",41.377959,-72.259148,300,"Y","Y","Y","Yes","Both","",""," also has UTM coordinates-couldn't figure them out","locality","best estimate","JA"
"90",1128177,"NE","CCNL","specimen","Chelone glabra","Chelone","glabra","9/27/1987",1987,9,27,270,1987270,"flowering","unknown","Y","N"," "," ","","","Connecticut","New Haven","New London","arb. pond swamp",41.377797,-72.112013,600,"Y","Y","Y","Yes","Flowering","","","","provided","provided","JA"
"91",985468,"NE","CCSU","specimen","Chelone glabra","Chelone","glabra","9/26/1982",1982,9,26,269,1982269,"flowering","unknown","Y","N"," "," ","","","Connecticut","Hartford","Rocky Hill","wet woods next to rocky hill dump (landfill)",41.678625,-72.639766,1500,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"92",985485,"NE","CCSU","specimen","Chelone glabra","Chelone","glabra","9/25/1967",1967,9,25,268,1967268,"flowering","unknown","Y","N"," "," ","","","Connecticut","Hartford","New Britain","Batterson Pond - Could be New Britain or Farmington (pond is between towns) ""on back of stream, s side of batterson""",41.706332,-72.793683,700,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"93",985486,"NE","CCSU","specimen","Chelone glabra","Chelone","glabra","8/13/1969",1969,8,13,225,1969225,"flowering","unknown","Y","N"," "," ","","","New Hampshire","Coos","Sargents Purchase","roadside at about 3000 ft on Mt. Washington",44.255411,-71.305985,6000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"94",985487,"NE","CCSU","specimen","Chelone glabra","Chelone","glabra","9/16/1968",1968,9,16,260,1968260,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology?","Connecticut","Litchfield","Woodbury","the parker farm-ruth & sterling parker",41.54454,-73.209002,3036,"Y","Y","Y","Yes","Flowering","",""," couldn't find locality, used town","town","geolocate","JA"
"95",985488,"NE","CCSU","specimen","Chelone glabra","Chelone","glabra","9/12/1978",1978,9,12,255,1978255,"flowering","unknown","Y","N"," "," ","","","Connecticut","Middlesex","Haddam","",41.477321,-72.512033,3036,"Y","Y","Y","Yes","Flowering","","","","town","geolocate","JA"
"96",985490,"NE","CCSU","specimen","Chelone glabra","Chelone","glabra","9/6/1967",1967,9,6,249,1967249,"flowering","unknown","Y","N"," "," ","","","Connecticut","Tolland","Coventry","Grant Hill Rd",41.826671,-72.37647,NA,"Y","Y","Y","Yes","Flowering","","","","provided","","JA"
"97",985491,"NE","CCSU","specimen","Chelone glabra","Chelone","glabra","9/25/1982",1982,9,25,268,1982268,"flowering (and fruit???) ","unknown","Y","maybe"," "," ","recheck phenology: unsure","","Connecticut","Hartford","Rocky Hill","N. of Rocky Hill Ferry",41.666395,-72.630045,NA,"Y","Y","Y","Yes","Flowering","","","","provided","","JA"
"98",985509,"NE","CCSU","specimen","Chelone glabra","Chelone","glabra","8/17/1903",1903,8,17,229,1903229,"flowering","unknown","Y","N"," "," ","","","Connecticut","New London","Norwich","",41.524265,-72.07591,7898,"Y","Y","Y","Yes","Flowering","","","","town","geolocate","JA"
"99",4377305,"MW","CHIC","specimen","Chelone glabra","Chelone","glabra","9/21/1988",1988,9,21,265,1988265,"flowering","unknown","Y","N"," "," ","","","Illinois","Cook","","NE corner of Turnbull Woods Forest Preserve west of green bay road and south of lake-cook rd, south pond edge",42.148331,-87.791545,900,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"100",4377306,"MW","CHIC","specimen","Chelone glabra","Chelone","glabra","9/10/1990",1990,9,10,253,1990253,NA,"unknown","unknown","unknown"," "," ","","","Illinois","Cook","","Cook County Forest Preserve, south of Caldwell Ave, east of Central Ave, along Milwaukee RR right-of-way at northeast edge of tracks",41.993083,-87.763278,700,"N",NA,"Y","Not Scorable","","","","","locality","best estimate","JA"
"101",4377307,"MW","CHIC","specimen","Chelone glabra","Chelone","glabra","9/5/1996",1996,9,5,249,1996249,"flowering???","unknown","Y","maybe"," "," ","recheck phenology: very unsure","","Illinois","Cook","","CBG, Glencoe: McDonald Woods. West side of main woodland pond",42.147089,-87.786061,1200,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"102",4377308,"MW","CHIC","specimen","Chelone glabra","Chelone","glabra","10/12/2012",2012,10,12,286,2012286,"fruit","N","N","Y"," "," ","","","Illinois","Cook","","harms woods",42.059292,-87.769718,1200,"Y","Y","Y","Yes","Fruiting","","","","locality","best estimate","JA"
"103",4393077,"MW","CHIC","specimen","Chelone glabra","Chelone","glabra","10/4/1991",1991,10,4,277,1991277,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","","Kentucky","Adair","","On Masi property 3 miles east of Breeding, KY. 3/4 miles south of Independance Ridge Rd. On Casey Creek",36.949833,-85.378829,6954,"Y","Y","Y","Yes","Both","","","couldn't find exact locality","town+direction+distance+locality","geolocate","JA"
"104",4393079,"MW","CHIC","specimen","Chelone glabra","Chelone","glabra","10/27/2010",2010,10,27,300,2010300,"fruit","N","N","Y"," "," ","","","Missouri","Washington","","Fen adjacent to Old Mines Creek, northwest corner of intersection of Highway 47 and Highway 21, Washington County, MO. Lat lon provided",38.07711667,-90.73722222,NA,"Y","Y","Y","Yes","Fruiting","","","","provided","","JA"
"105",219421,"NE","CHRB:Observations","observation","Chelone glabra","Chelone","glabra","9/26/2011",2011,9,26,269,2011269,"flowering","unknown","Y","N"," "," ","","picture is of the plant in the wild","New Jersey","Middlesex","","Rutgers Gardens, pond across the street from bamboo forest, 40.472987  -74.426322",40.472987,-74.426322,NA,"Y","Y","Y","Yes","Flowering","","","","provided by observer","","JA"
"106",1116009,"NE","CHRB:Observations","observation","Chelone glabra","Chelone","glabra","9/12/2015",2015,9,12,255,2015255,"flowering","unknown","Y","N"," "," ","","picture is just plant, no info","New Jersey","Middlesex","","Helyar Woods, Cook Campus, Rutgers, on shore of weston's mill pond, 40.475428  -74.417796",40.475428,-74.417796,NA,"Y","Y","Y","Yes","Flowering","","","","provided by observer","","JA"
"107",3741874,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/24/1974",1974,9,24,267,1974267,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Pickens","","",34.887516,-82.725316,34932,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"108",3741875,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/18/1975",1975,10,18,291,1975291,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Pickens","","",34.887516,-82.725316,34932,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"109",3741876,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/7/1971",1971,10,7,280,1971280,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Pickens","","",34.887516,-82.725316,34932,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"110",3741877,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/9/1988",1988,10,9,283,1988283,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Oconee","","",34.753512,-83.065883,39489,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"111",3741878,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/7/1978",1978,10,7,280,1978280,"mature","maybe","maybe","maybe"," ","Y","","","North Carolina","Jackson","","",35.287424,-83.140812,35775,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"112",3741880,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/22/1996",1996,9,22,266,1996266,"mature","maybe","maybe","maybe"," ","Y","","","Georgia","Rabun","","",34.881724,-83.402071,32632,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"113",3741882,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/12/2002",2002,10,12,285,2002285,"flowering","unknown","Y","N"," "," ","","","South Carolina","Allendale","","Allendale, Small stream swamp forest with mixed hardwood/Taxodium canopy along Rock Creek, a small, clear, spring-fed tributary of Dead River(oxbow) at the margin of the savannah River floodplain.,USGS Bull Pond 7.5' quad.,32 59' 25.34"" N, 81 29' 05.71"" W.",32.990956,-81.490419,1200,"N",NA,"Y","Yes","Flowering","",""," couldn't find exact locality","locality","best estimate","JA"
"114",3741883,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/26/1986",1986,9,26,269,1986269,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Oconee","","",34.753512,-83.065883,39489,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"115",3741884,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/10/1986",1986,10,10,283,1986283,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Oconee","","",34.753512,-83.065883,39489,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"116",3741889,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/3/1974",1974,10,3,276,1974276,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Anderson","","",34.519091,-82.637885,43272,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"117",3741890,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/13/1979",1979,10,13,286,1979286,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Anderson","","",34.519091,-82.637885,43272,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"118",3741892,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/19/1981",1981,9,19,262,1981262,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Oconee","","",34.753512,-83.065883,39489,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"119",3741893,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/28/1973",1973,9,28,271,1973271,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Oconee","","",34.753512,-83.065883,39489,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"120",3741894,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/16/1979",1979,10,16,289,1979289,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Oconee","","",34.753512,-83.065883,39489,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"121",3741896,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/7/1969",1969,10,7,280,1969280,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Pickens","","",34.887516,-82.725316,34932,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"122",3741897,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/23/1969",1969,10,23,296,1969296,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Pickens","","",34.887516,-82.725316,34932,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"123",3741898,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/5/1971",1971,10,5,278,1971278,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Pickens","","",34.887516,-82.725316,34932,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"124",3741900,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/2/1975",1975,10,2,275,1975275,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Pickens","","",34.887516,-82.725316,34932,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"125",3741901,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/12/1985",1985,9,12,255,1985255,"mature","maybe","maybe","maybe"," ","Y","","","South Carolina","Oconee","","",34.753512,-83.065883,39489,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"126",3741902,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/1/1983",1983,10,1,274,1983274,"mature","maybe","maybe","maybe"," ","Y","","","North Carolina","Henderson","","",35.336275,-82.479939,27464,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"127",3741905,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/14/1975",1975,9,14,257,1975257,"mature","maybe","maybe","maybe"," ","Y","","","West Virginia","Monongalia","","",39.630284,-80.046544,33966,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"128",3741906,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/27/1959",1959,9,27,270,1959270,"mature","maybe","maybe","maybe"," ","Y","","","West Virginia","Monongalia","","",39.630284,-80.046544,33966,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"129",3741907,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/6/1975",1975,9,6,249,1975249,"mature","maybe","maybe","maybe"," ","Y","","","West Virginia","Monongalia","","",39.630284,-80.046544,33966,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"130",3741908,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","8/10/1958",1958,8,10,222,1958222,"mature","maybe","maybe","maybe"," ","Y","","","West Virginia","Tucker","","",39.113595,-79.564974,30009,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"131",3741909,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","8/11/1957",1957,8,11,223,1957223,"mature","maybe","maybe","maybe"," ","Y","","","West Virginia","Pocahontas","","",38.331795,-80.007752,54074,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"132",3741910,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","1/9/1964",1964,1,9,9,1964009,"mature","maybe","maybe","maybe"," ","Y","","date: day and month switched?","West Virginia","Barbour","","Barbour",39.132934,-80.003029,25915,"N",NA,"Y","Yes","","","","","county","geolocate","JA"
"133",3741911,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","9/5/1983",1983,9,5,248,1983248,"mature","maybe","maybe","maybe"," ","Y","","","Wisconsin","Shawano","","Shawano",NA,NA,NA,"N",NA,"Y","Yes","","","","","","","JA"
"134",14418124,"MW","CLEMS","specimen","Chelone glabra","Chelone","glabra","10/17/2000",2000,10,17,291,2000291,"flowering","unknown","Y","N"," "," ","","","South Carolina","Berkeley","","growing along edge of SC-44 at mepkin creek, southeast of road and creek crossing",33.13364,-79.951606,500,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"135",12249506,"MW","CM","specimen","Chelone glabra","Chelone","glabra","8/18/1965",1965,8,18,230,1965230,NA,"unknown","unknown","unknown"," "," ","","","Pennsylvania","Potter","","Coudersport to Sugar Bush Lab",41.774788,-78.02056,3524,"N",NA,"Y","Not Scorable","","",""," couldn’t find locality, used town","town","geolocate","JA"
